method,seed,sample_index,masked_cross_entropy,masked_token_accuracy,sequence_reconstruction_accuracy,reference_token_agreement,kl_divergence_from_reference,final_logit_mse,predicted_gronwall_objective_p2,average_bit_width,total_bit_budget,theoretical_activation_memory_ratio,wall_clock_latency_seconds_per_sample,peak_memory_bytes_reference_only,actual_reference_dtype
uniform_6bit,31,4,3.696439189295615,0.22580645161290322,0.0,1.0,1.8524982395672028e-05,3.918872408253411e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,31,5,3.696822320261309,0.16129032258064516,0.0,1.0,1.836124987852189e-05,4.1397595909544295e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,31,6,3.4920412186653382,0.1935483870967742,0.0,1.0,1.8426727864050095e-05,3.9872193273397226e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,31,7,3.5035094907206874,0.22580645161290322,0.0,1.0,1.9421170075093548e-05,4.019580721374481e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,43,0,3.5633843329644974,0.16129032258064516,0.0,1.0,1.9610829411014435e-05,4.171513982357517e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,43,1,3.516968819402879,0.22580645161290322,0.0,1.0,2.143931605162159e-05,4.291728292892296e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,43,2,3.5345825687531502,0.25806451612903225,0.0,1.0,1.9037390067692726e-05,3.960654899973663e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,43,3,3.6874356423654864,0.12903225806451613,0.0,1.0,1.807219438975857e-05,4.03014991822983e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,43,4,3.477345158976893,0.2903225806451613,0.0,1.0,1.8136996415353592e-05,3.980619634779531e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,43,5,3.7706816580987748,0.1935483870967742,0.0,1.0,1.8186581831785942e-05,4.035462493888072e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,43,6,3.6385243015904583,0.1935483870967742,0.0,1.0,1.8861550357072582e-05,3.9869858395128e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_6bit,43,7,3.7218530101160847,0.12903225806451613,0.0,1.0,1.8842247945647087e-05,4.092682713469971e-05,0.0004984947390612866,6.0,48,0.375,0.04142137750022812,0.0,float32_unquantized_reference
uniform_4bit,11,0,3.7249853072627896,0.1935483870967742,0.0,1.0,0.0003845098788940137,0.0008264148998404703,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,11,1,3.5664064345821256,0.16129032258064516,0.0,1.0,0.00042085275955257875,0.0008568591513340512,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,11,2,3.4331087297008884,0.3225806451612903,0.0,1.0,0.0003873277004928358,0.0008216863648305016,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,11,3,3.46438294072305,0.25806451612903225,0.0,1.0,0.0004301821782944664,0.0008972324806475831,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,11,4,3.6748095173989572,0.2903225806451613,0.0,1.0,0.00040581592568947426,0.0008732423621920809,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,11,5,3.753566003614856,0.22580645161290322,0.0,1.0,0.00042297447761220316,0.0008871703063167872,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,11,6,3.741625201317572,0.16129032258064516,0.0,1.0,0.0004322592679771685,0.0008804516401141882,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,11,7,3.4208524150233113,0.2903225806451613,0.0,1.0,0.0004179627304115603,0.0008782528476008485,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,17,0,3.6607586337674047,0.1935483870967742,0.0,1.0,0.0004194112825057199,0.0008678709066683246,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
uniform_4bit,17,1,3.64316891085717,0.1935483870967742,0.0,1.0,0.0004332511866044614,0.0008884331421746362,0.007975915824980586,4.0,32,0.25,0.03336928749995423,0.0,float32_unquantized_reference
